country_code,sentence,cluster_no
BR, a pair of scissors and a pair of scissors.,1
BR, a black and white photo of a black and white clock,1
BR, a close up of a person holding a pair of scissors,1
BR, a person holding a pink umbrella in a room.,1
BR, a person holding a snowboard in a room.,1
BR, a man wearing a purple shirt and a black tie,1
BR, a person is holding a surfboard in their hand.,1
BR, a cake with a knife and a knife on it.,1
BR, a man wearing a red hat and a black tie,1
BR, a man wearing a tie and a hat.,1
BR, a red and white toothbrush in a blue vase,1
BR, a piece of cake with a knife and fork on it,1
BR, a person holding a snowboard in a room.,1
BR, a plate of food with a sandwich and chips.,1
BR, a man wearing a red tie and a white shirt,1
BR, a motorcycle parked in a parking space in front of a building.,1
BR, a white toilet sitting in a room with a wall.,1
BR, a person holding a white umbrella in a room.,1
BR, a man holding a pair of scissors in a room.,1
BR, a pair of scissors and a pair of scissors.,1
BR, a pair of scissors cutting a paper towel.,1
BR, a computer keyboard and mouse on a desk.,1
BR, a close up of a person holding a cell phone,1
BR, a plate of food with a fork and a fork,1
BR, a man wearing a blue shirt and a black tie,1
BR, a person 's hand holding a pair of scissors,1
BR, a cake with a knife and fork on it,1
BR, a person holding a cell phone in their hand.,1
BR, a pair of shoes sitting on a wooden floor.,1
BR, a table topped with a vase filled with flowers.,1
BR, a close up of a pair of scissors in a paper,1
BR, a woman wearing a red scarf standing in a room.,1
BR, a woman is holding a pink umbrella in her hand.,1
BR, a group of people standing next to each other.,1
BR," a bathroom with a sink , toilet , and a shower.",1
BR, a pair of scissors and a pair of scissors.,1
BR, a sign with a picture of a person holding a sign,1
BR, a pair of scissors with googly eyes on them.,1
BR, a pair of scissors and a pair of scissors,1
BR, a pair of scissors and a pair of scissors,1
BR, a pair of scissors and a knife on a table,1
BR, a pair of shoes sitting on a bench.,1
BR, a black and white photo of a person holding a skateboard,1
BR, a person holding a pair of scissors in the hand.,1
BR, a stuffed animal that is on a table,1
BR, a man wearing a suit and tie in a room.,1
BR, a pair of scissors sitting on top of a bed.,1
BR, a close up of a toothbrush in a cup,1
BR, a close up of a cat laying on a couch,1
BR, a collection of antiques and a vase with a flower in it.,1
BR, a man with a hat on a cell phone,1
BR, a cake with a bunch of different types of fruit.,1
BR, a table topped with lots of different types of donuts.,1
BR, a large white cake with a lot of candles on it.,1
BR, a person holding a pair of scissors in their hand.,1
BR, a black and white photo of a black and white photo of a person,1
BR, a cup of coffee and a cup of coffee,1
BR, a cup of coffee and a cup of coffee,1
BR, a close up of a white plate with a cup of coffee,1
BR, a pair of scissors and a pair of scissors,1
BR, a pair of scissors and a pair of scissors,1
BR, a close up of a person holding a pair of scissors,1
BR, a white and blue truck parked in front of a building,1
BR, a close up of a rear view mirror,1
BR, a close up of a motorcycle parked in a parking lot,1
BR, a white and red truck parked in a parking lot.,1
BR, a car parked on the side of a road.,1
BR, a table topped with lots of different types of food.,1
BR, a person holding a cell phone in their hand.,1
BR, a table topped with lots of different types of donuts.,1
BR, a pair of scissors sitting on top of a wooden table.,1
BR, a white and brown teddy bear sitting on a chair.,1
BR, a car that is parked on the side of the road,1
BR, a red and white cake with a picture of a horse statue,1
BR, a man wearing a suit and tie in a room.,1
BR, a man in a suit and tie standing in a room.,1
BR, a pair of scissors and a pair of scissors.,1
BR, a large brown teddy bear sitting on a bed.,1
BR, a pair of shoes sitting on a bed.,1
BR, a person is riding a skateboard on a ramp.,1
BR, a white and blue wedding cake with white frosting and purple flowers.,1
BR, a person holding a white umbrella in front of a mirror.,1
BR, a pair of scissors and a pair of scissors.,1
BR, a red and white sign with a clock on it,1
BR, a clock on a tower with a sky background,1
BR, a man standing in front of a tv watching a video game.,1
BR, a person holding a knife and fork into a green apple,1
BR, a wooden table topped with a laptop and a book.,1
BR, a person holding a pair of scissors in their hand.,1
BR, a black and white photo of a person holding a cell phone,1
BR, a person holding a pair of scissors in the hand.,1
BR, a pair of scissors cutting a piece of paper.,1
BR, a man wearing a red shirt and a red tie,1
BR, a man wearing a red shirt and a red tie,1
BR, a pair of scissors and a pair of scissors.,1
BR, a group of people standing around a table with a cake.,1
BR, a person holding a cell phone in their hand.,1
BR, a person holding a cell phone in their hand.,1
BR," a book shelf with books , books , and a book.",1
BR, a table with a book and a book on it,1
BR, a pair of scissors and a pair of scissors.,1
BR, a group of people sitting on a couch.,1
BR, a vase with a flower in it on a table,1
BR, a white vase with a flower in it,1
BR, a pair of scissors and a pair of scissors.,1
BR, a man holding a stop sign in front of a building.,1
BR, a pair of scissors cutting into a paper.,1
BR, a white vase with a flower in it,1
BR, a stuffed animal that is on a table,1
BR, a pair of scissors and a pair of scissors.,1
BR, a black and white photo of a person holding a skateboard,1
BR, a cake with a knife and some other items on it,1
BR, a group of people standing next to each other.,1
BR, a pair of scissors and a pair of scissors,1
BR, a table with a book and a book on it,1
BR, a motorcycle parked on the side of a road.,1
BR, a group of different colored pencils sitting on top of a white wall.,1
BR, a cake with a bunch of different colored pencils,1
BR, a large white cake with a knife and some other items.,1
BR, a man wearing a tie and a suit jacket.,1
BR, a cat sitting on a table next to a chair,1
BR, a bird is sitting on a wire fence,1
BR, a collection of antiques and a box of toys.,1
BR," a book shelf with books , a pen , and a pen.",1
BR, a cake with a knife and some other items on it,1
BR, a white toilet with a black seat on top of it.,1
BR, a red and white blender on a red and white cloth,1
BR, a stuffed animal sitting on top of a bed.,1
BR, a desk with a computer and a keyboard,1
BR, a person holding a pair of scissors in their hand.,1
BR, a close up of a street sign with a sky background,1
BR, a man wearing a red hat and a red hat,1
BR, a plate of food with a sandwich and a cup of coffee.,1
BR, a close up of a clock with a picture of a person,1
BR, a woman is holding a baby while standing in a room.,1
BR, a group of people standing in front of a building.,1
BR, a refrigerator with a bunch of items on it,1
BR, a person holding a cell phone in their hand.,1
BR, a pair of scissors and a pair of scissors.,1
BR, a white bed with a blue and white bedspread,1
BR, a cake with a bunch of different colored kites,1
BR, a person 's feet on a bed with a pair of shoes,1
BR, a pair of scissors and a pair of scissors,1
BR, a close up of a cell phone with a mouse,1
BR, a person 's hand holding a pair of scissors,1
BR, a pair of scissors and a pair of scissors,1
BR, a pair of shoes sitting on a wooden floor.,1
BR, a pair of shoes sitting on a wooden bench.,1
BR, a close up of a person holding a baseball bat,1
BR, a man wearing a tie and a shirt and tie,1
BR, a truck is parked on the street,1
BR, a white toilet with a black seat on top of it.,1
BR, a black and white photo of a man in a suit,1
BR, a cake with a knife and a knife on it.,1
BR, a man is doing a trick on a skateboard,1
BR, a glass of water with a bottle of water,1
BR, a bunch of bananas on a wooden table,1
BR, a blue and white umbella is on the beach,1
BR, a group of people standing on a beach.,1
BR, a pair of scissors and a pair of scissors.,1
BR, a cake with a lot of different colored frosting.,1
BR, a stuffed bear is sitting on a table.,1
BR, a large group of stuffed animals on a table,1
BR, a clock with a picture of a person on it,1
BR, a person riding a skateboard on a ramp,1
BR, a cake with a knife and some candles on it,1
BR, a cake with a knife and some candles on it,1
BR, a pair of scissors and a pair of scissors,1
BR, a person holding a cell phone in their hand.,1
BR, a cup of coffee and a toothbrush in a cup.,1
BR, a person holding a cell phone in their hand.,1
BR, a person holding a cell phone in their hand.,1
BR, a red umbrella is on a white table,1
BR, a man in a suit and tie in a room.,1
BR, a person wearing a tie and a suit jacket,1
BR, a cake with a knife and a knife on it.,1
BR, a cake with a lot of frosting on it,1
BR, a man wearing a tie and a jacket is smiling,1
BR, a close up of a cake with a knife and fork,1
BR, a person holding a doughnut in their hand.,1
BR, a large cake with a bunch of different fruits,1
BR, a car parked on the side of a road.,1
BR, a cake with a knife and some other items on it,1
BR, a pair of scissors and a pair of scissors,1
BR, a cake with a lot of different colored flowers.,1
BR, a bunch of different colored ties hanging from a wall.,1
BR, a display of different types of fruits and vegetables.,1
BR, a table with a bunch of vegetables and fruits,1
BR, a man is holding a bunch of bananas,1
BR, a table topped with a bunch of bananas,1
BR, a car parked in front of a parking meter,1
BR, a red and white train is on the tracks,1
BR, a red and white bus driving down a street.,1
BR, a close up of a person holding a cell phone,1
BR, a black and white photo of a person holding a remote control,1
BR, a black cat is sitting on a chair,1
BR, a plate of food with a fork and knife,1
BR, a person holding a skateboard in a park.,1
BR, a pair of skis and poles in the snow.,1
BR, a woman holding a cell phone to her ear,1
BR, a cake with a bunch of different toppings on it,1
BR, a bed with a book on it next to a book.,1
BR, a cake with a knife and some other items on it,1
BR, a red and yellow fire hydrant sitting in a room.,1
BR, a bird is standing on a rock,1
BR, a stuffed bear is sitting on a chair.,1
BR, a person holding a snowboard in the snow.,1
BR, a cake with a knife and a plate of fruit,1
BR, a white and red and blue and white bus,1
BR, a table with a bunch of bananas on it,1
BR, a cat sitting on a bed with a book on it.,1
BR, a woman holding a tennis racquet in her hand.,1
BR, a motorcycle parked on the side of a road.,1
BR, a man wearing a suit and tie standing in a room.,1
BR, a cake with a single slice of cake on it,1
BR, a table topped with lots of different types of donuts.,1
BR, a person holding a pair of scissors in their hand.,1
BR, a man wearing a tie and a jacket is wearing a tie.,1
BR, a vase with a flower in it on a table,1
BR, a vase with a flower in it on a table,1
BR, a person holding a stuffed animal in a room.,1
BR, a group of people standing in a room.,1
BR, a plate of food with a sandwich and a side of fries.,1
BR, a plate of food with vegetables and rice.,1
BR, a stuffed bear is sitting on a chair.,1
BR, a building with a clock tower in the middle of it,1
BR, a table topped with a vase filled with flowers.,1
BR, a pair of scissors cutting a paper towel.,1
BR, a close up of a white and black clock,1
BR, a suitcase with a bag of luggage on it,1
BR, a black cat sitting on a wooden bench,1
BR, a close up of a plate of food with a fork,1
BR, a plate with a bunch of bananas on it,1
BR, a man wearing a tie and a jacket and tie,1
BR, a man wearing a blue shirt and a black tie,1
BR, a person 's hand holding a pair of scissors,1
BR, a black and white photo of a person holding a snowboard,1
BR, a pair of scissors and a pair of scissors.,1
BR, a pair of scissors and a pair of scissors,1
BR, a stuffed animal that is on a table,1
BR, a stuffed animal that is on a table,1
BR, a man wearing a suit and tie standing in a room.,1
BR, a man wearing a suit and tie standing next to a dog.,1
BR, a stuffed bear is sitting on a chair.,1
BR, a large white dog standing in front of a mirror.,1
BR, a stuffed animal is sitting on a bed.,1
BR, a pair of scissors and a pair of scissors,1
BR, a pair of scissors and a pair of scissors,2
BR, a man is sitting on a bench outside,3
BR, a group of people standing in a room.,3
BR, a man in a suit and tie standing in a room.,3
BR, a woman standing next to a man in a suit.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie standing next to a woman.,3
BR, a group of people standing next to each other.,3
BR, a woman is cutting a cake with a knife.,3
BR, a group of people standing around a table with a cake.,3
BR, a woman is standing next to a baby elephant,3
BR, a man in a suit and tie holding a white umbrella.,3
BR, a person wearing a tie and a pair of shoes,3
BR, a man in a suit and tie standing in a room.,3
BR, a group of people standing around a table with a cake.,3
BR, a group of people standing around a table with a cake.,3
BR, a group of people standing in a room.,3
BR, a man and a woman are standing in a room.,3
BR, a man riding a bike down a street.,3
BR, a man is walking down the street with a skateboard.,3
BR, a man is walking down the street with a skateboard.,3
BR, a group of people standing around a tree with a bunch of kites.,3
BR, a group of people standing next to each other.,3
BR, a group of people standing around a building with a clock.,3
BR, a group of people standing around a building with a sign on it,3
BR, a group of people standing around a table with a cake.,3
BR, a woman sitting on a bench with a cell phone.,3
BR, a man with a hat and a tie on a table,3
BR, a man riding a skateboard down a street.,3
BR, a man is sitting on a motorcycle in a room.,3
BR, a man is sitting in a chair with a laptop.,3
BR, a large tree is in the middle of a field.,3
BR, a group of people sitting on a bench in a park.,3
BR, a wooden bench sitting in front of a tree.,3
BR, a bench on a path in a wooded area,3
BR, a stop sign with a street sign on top of it.,3
BR, a woman holding a cell phone in her hand.,3
BR, a wooden bench sitting in a park next to a bench.,3
BR, a wooden bench sitting in a room with a wooden fence.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man holding a cell phone to his ear.,3
BR, a man is holding a baby in a room.,3
BR, a small white and blue plane is on the floor,3
BR, a group of people standing around a table with a cake.,3
BR, a man and a woman are playing video games,3
BR, a man and a woman are smiling while holding a cell phone.,3
BR, a man is cutting a cake with a knife.,3
BR, a man and a woman are standing in the grass.,3
BR, a man is standing in a field with a herd of cattle.,3
BR, a man in a bathroom brushing his teeth,3
BR, a person holding a pair of scissors in their hand.,3
BR, a man is sitting on a bench with a dog.,3
BR, a woman walking down a street with a bicycle.,3
BR, a group of people standing in a room.,3
BR, a man wearing a tie and a hat.,3
BR, a group of people standing next to each other.,3
BR, a person holding a doughnut in their hand.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man and a woman are sitting on a couch.,3
BR, a man in a suit and tie holding a cell phone,3
BR, a white and blue toothbrush in a blue vase,3
BR, a red and white tie is in a room.,3
BR, a man is standing next to a skateboard.,3
BR, a woman holding a toothbrush in her mouth.,3
BR, a woman and a child are sitting at a table.,3
BR, a woman holding a toothbrush in her hands,3
BR, a man in a suit and tie standing in a bathroom.,3
BR, a bear is standing in the grass near a tree.,3
BR, a man is holding a frisbee in his hands.,3
BR, a man in a suit and tie standing in a room.,3
BR, a woman holding a cell phone to her ear,3
BR, a man holding a surfboard in his hand.,3
BR, a woman holding a tennis racquet on a tennis court.,3
BR, a woman holding a cell phone to her ear,3
BR, a group of people walking down a street.,3
BR, a group of people standing around a building with a clock.,3
BR, a small boat is docked in the water,3
BR, a woman wearing a pink shirt and a tie,3
BR, a woman is playing a video game with her daughter.,3
BR, a man holding a baseball bat in his hand.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman is holding a cell phone to her ear,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a person walking on a beach holding a surfboard.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man is standing next to a motorcycle.,3
BR, a man with a beard and a beard holding a cell phone,3
BR, a group of people standing around a table with a cake.,3
BR, a person holding a toothbrush in their hand.,3
BR, a man is walking on the beach with a surfboard.,3
BR," a kitchen with a sink , stove and refrigerator.",3
BR, a man holding a skateboard in his hand.,3
BR, a man and a woman are sitting down on a couch.,3
BR, a man in a suit and tie standing in a room.,3
BR, a woman standing in front of a refrigerator.,3
BR, a person holding a stuffed animal in a room.,3
BR, a refrigerator with a bunch of stuff on it,3
BR, a woman is holding a pink and white toothbrush,3
BR, a woman is holding a pink and white toothbrush,3
BR, a large elephant statue sitting on a tree branch,3
BR, a person is standing in the middle of a room,3
BR, a man wearing a suit and tie standing in a room.,3
BR, a woman holding a cell phone to her ear,3
BR, a man riding a horse on a track,3
BR, a woman standing in front of a refrigerator.,3
BR, a man standing in a kitchen with a sink,3
BR, a sign that is on a pole on a street.,3
BR, a man is sitting on a motorcycle with a dog.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman holding a cell phone to her ear,3
BR, a man is sitting on a couch with a cat.,3
BR, a man standing in a kitchen preparing food.,3
BR, a man with a tie and a shirt and tie,3
BR, a man and a woman are sitting on a couch.,3
BR, a man and a woman are holding a cake.,3
BR, a large flock of birds flying over a beach.,3
BR, a person is riding a wave on a surfboard.,3
BR, a beach with a lot of boats on the water,3
BR, a group of people sitting on a bench in a park.,3
BR, a woman holding a teddy bear in a room.,3
BR, a woman holding a pink umbrella in front of a building.,3
BR, a woman with a tie and a shirt and tie,3
BR, a woman is clipping her dog in a bed.,3
BR, a pair of scissors with a knife sticking out of it.,3
BR, a woman standing in a kitchen with a refrigerator,3
BR, a dog is sleeping on a bed,3
BR, a person holding a pair of scissors in a room.,3
BR, a woman is holding a baby in a room.,3
BR, a cat laying on a bed with a book,3
BR, a group of people sitting around a table eating food.,3
BR, a large tree with a bunch of green bananas hanging from it,3
BR, a park bench is sitting in the grass.,3
BR, a man and a woman are standing in front of a building.,3
BR, a person holding a cell phone in their hand.,3
BR, a group of people standing in a room with a clock,3
BR, a bunch of bananas hanging from a tree.,3
BR, a red stop sign sitting on the side of a road.,3
BR, a man wearing a hat and a bow tie.,3
BR, a man is riding a horse in a carriage.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man wearing a suit and tie standing in a room.,3
BR, a woman in a brown jacket and a black horse,3
BR, a man is standing in a room with a dog.,3
BR, a pair of scissors cutting a paper with a pair of scissors.,3
BR, a woman holding a tennis racquet on a tennis court.,3
BR, a woman holding a blender in a kitchen.,3
BR, a man and a woman are standing in a kitchen.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man and a woman are standing in a room.,3
BR, a man standing in a room with a woman and a man in a suit,3
BR, a dog is looking out of a window.,3
BR, a dog is looking at the camera in the distance.,3
BR, a man and a woman are smiling while holding a cell phone.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man is holding a surfboard in his hand.,3
BR, a man in a red shirt is standing in the snow.,3
BR, a man in a suit and tie standing in a field,3
BR, a pair of scissors sitting on top of a wooden table.,3
BR, a man in a suit and tie holding a white frisbee.,3
BR, a bowl of soup with a spoon in it,3
BR, a man is standing in a room with a kite.,3
BR, a woman is playing a video game with a controller.,3
BR, a woman standing in a room with a remote.,3
BR, a person is flying a kite on a beach.,3
BR, a woman in a dress shirt and tie standing in a doorway.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man is sitting on a bench with a book.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man standing next to a train on a track.,3
BR, a black and white cat is sitting on a car.,3
BR, a black cat sitting on a window sill looking out a window.,3
BR, a black cat laying on a blue and white sneaker,3
BR, a woman wearing a dress and a black tie,3
BR, a man and a woman are holding a teddy bear.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie in a room.,3
BR, a group of people playing frisbee in a field,3
BR, a man standing in front of a door way,3
BR, a woman is sitting on a couch with a cat.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie standing in a room.,3
BR, a woman standing in a room with a man in her hand.,3
BR, a man is walking down the street with a surfboard.,3
BR, a man in a suit and tie standing in a room.,3
BR, a woman holding a cell phone to her ear,3
BR, a woman holding a bottle of wine in her hand.,3
BR, a clock with a picture of a person in it,3
BR, a person holding a cell phone in their hand.,3
BR, a man is standing on the sidewalk next to a suitcase,3
BR, a man is sitting on a bench with his bike.,3
BR, a bird standing on a rock in the grass.,3
BR, a man and a woman are holding a teddy bear.,3
BR, a woman holding a tennis racket in her hand.,3
BR, a large bird flying over a field of grass,3
BR, a man in a suit and tie holding a cell phone,3
BR, a woman in a short skirt holding a nintendo wii game controller.,3
BR, a group of people standing in a room with a clock,3
BR, a motorcycle parked on the side of a road.,3
BR, a man in a red shirt and a tie and a black tie,3
BR, a man riding a skateboard down a street.,3
BR, a young boy holding a toothbrush in his mouth.,3
BR," a kitchen with a sink , stove , oven , and a window.",3
BR, a woman is holding a video game controller.,3
BR, a stuffed bear is laying on a bed,3
BR, a close up of a person holding a cell phone,3
BR, a man riding a motorcycle down a street.,3
BR, a man in a suit and tie standing next to a motorcycle.,3
BR, a woman is holding a baby in a room.,3
BR, a woman in a dress shirt and tie standing in a doorway.,3
BR, a woman is walking down the street holding an umbrella.,3
BR, a woman is standing on a porch with a cell phone.,3
BR, a group of people standing in a field with a clock tower.,3
BR, a woman holding a teddy bear in her hands.,3
BR, a young boy sitting on a bench with a dog.,3
BR, a young boy holding a green frisbee.,3
BR, a man riding a skateboard down a street.,3
BR, a group of people walking down a sidewalk.,3
BR, a woman holding a baby in a pink shirt.,3
BR, a man sitting on a bench reading a book.,3
BR, a man riding a skateboard down a street.,3
BR, a group of people playing soccer in a field,3
BR, a black and white photo of a man in a suit,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman holding a cell phone to her ear,3
BR, a woman in a dress shirt and tie standing in a dark room.,3
BR, a woman holding a bunch of bananas in a store.,3
BR, a group of people standing in a room with a clock,3
BR, a man in a suit and tie standing in a room.,3
BR, a man is standing next to a bike rack.,3
BR, a woman holding a pink and white striped neck tie,3
BR, a man in a green shirt and a tie,3
BR, a man in a suit and tie standing in a field.,3
BR, a man sitting on a bench reading a book,3
BR, a man riding a skateboard down a street.,3
BR, a woman holding a pink tie and a blue shirt,3
BR, a man and a woman are feeding a giraffe.,3
BR, a man holding a stop sign in front of a building.,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman in a bikini top holding a cell phone,3
BR, a small bird sitting on a table,3
BR, a group of people standing around a bunch of green and white kites.,3
BR, a man in a suit and tie holding a cell phone,3
BR, a group of people standing in a room.,3
BR, a group of people on a beach flying kites,3
BR, a horse is standing in a field with a tree in the background,3
BR, a woman holding a tennis racquet on a tennis court.,3
BR, a large clock tower on a building with a sky background,3
BR, a man standing next to a tree in a field,3
BR, a woman wearing a pink shirt and a tie,3
BR, a man in a suit and tie holding a cell phone,3
BR, a man holding a cell phone to his ear.,3
BR, a man is holding a surfboard in his hand.,3
BR, a group of people sitting on a bench in a city.,3
BR, a man riding a skateboard down a street.,3
BR, a person holding a pair of scissors in their hand.,3
BR, a man and a woman playing a video game.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man is riding a horse on a street.,3
BR, a group of people standing around a table with a cake.,3
BR, a group of people standing around a table with a cake.,3
BR, a group of people standing in a room.,3
BR, a group of people standing in a room.,3
BR, a woman holding a cake with a knife and fork.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man wearing a tie and a shirt and tie,3
BR, a little girl holding a pink umbrella in her hands.,3
BR, a woman holding a brown dog in a stable.,3
BR, a white surfboard with a blue shirt and a black tie,3
BR, a vase with flowers in it sitting on a table,3
BR, a large white and blue train on a steel track.,3
BR, a man and a woman are standing in a room.,3
BR, a man and a woman are standing in a room.,3
BR, a woman is playing a video game in a room.,3
BR, a group of people standing in a room.,3
BR, a book shelf filled with books and magazines.,3
BR, a person holding a pair of scissors in their hand.,3
BR, a group of people standing around a table with a cake.,3
BR, a man in a suit and tie standing in a parking lot.,3
BR, a refrigerator with a bunch of magnets on it,3
BR, a man is working on a computer in a room.,3
BR, a man in a suit and tie standing in a field.,3
BR, a person holding a snowboard in a room.,3
BR, a man holding a banana in his hand.,3
BR, a person sitting on a bench in a room.,3
BR, a man sitting on a bench with a dog.,3
BR, a bird is standing on a beach by the water,3
BR, a group of people flying kites in a field.,3
BR, a man is standing in a field with a frisbee.,3
BR, a man is surfing on a wave in the ocean.,3
BR, a man is flying a kite in a field,3
BR, a man is riding a skateboard down the street.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man is riding a skateboard on a ramp.,3
BR, a man in a suit and tie standing in front of a building.,3
BR, a woman holding a cell phone to her ear,3
BR, a group of people standing around a building with a clock.,3
BR, a red and white bus parked in a parking lot,3
BR, a man riding a wave on top of a surfboard.,3
BR, a group of people standing around a building with a large amount of luggage.,3
BR, a cake with a lot of frosting on it,3
BR, a woman is holding a glass of wine.,3
BR, a woman is holding a pink and white cake,3
BR, a black and white photo of a glass bottle,3
BR, a man in a suit and tie standing in a room.,3
BR, a man and a woman are playing a video game.,3
BR, a group of people standing around a display of luggage.,3
BR, a woman sitting on a bed with a laptop,3
BR, a small airplane is parked on the grass,3
BR, a black cat is sitting on a chair,3
BR, a dog is playing with a frisbee in its mouth.,3
BR, a kitchen with a lot of appliances and a stove top oven.,3
BR, a man brushing his teeth with a toothbrush in his mouth.,3
BR, a group of people standing in a parking lot.,3
BR, a man and a woman are sitting at a table with a cake.,3
BR, a group of people standing in a room with a snowboard.,3
BR, a man holding a pair of scissors in a room.,3
BR, a white toilet with a white cover and a white sink,3
BR, a man and a woman are standing in front of a cake.,3
BR, a man riding a skateboard down a street.,3
BR, a man in a wetsuit riding a wave on a surfboard.,3
BR, a woman is standing in a room with a remote.,3
BR, a group of people playing soccer on a field,3
BR, a woman in a dress shirt and tie,3
BR, a large building with a clock tower in the middle of it,3
BR, a group of people standing in a room.,3
BR, a man and a woman are cooking food in a kitchen.,3
BR, a car is parked on the street,3
BR, a man standing next to a building with a large clock.,3
BR, a group of people walking down a street.,3
BR, a person holding a cell phone in their hand.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man in a suit and tie standing in a room.,3
BR, a man flying a kite on a sandy beach.,3
BR, a man in a green shirt and a hat and a hat,3
BR, a black and white cat sitting on a window sill looking out a window.,3
BR, a table topped with a vase filled with flowers.,3
BR, a vase with flowers in it on a table,3
BR," a bathroom with a sink , toilet , and a shower.",3
BR, a woman is brushing her teeth with a toothbrush.,3
BR, a pair of scissors and a pair of scissors on a table,3
BR, a black and white cat standing on a rock,3
BR, a man riding a horse on a city street,3
BR, a man is sitting on a bench with a dog.,3
BR, a man with a beard and a beard holding a cell phone.,3
BR, a man wearing a suit and tie standing in a parking lot.,3
BR, a man in a baseball uniform holding a baseball bat.,3
BR, a train is on the tracks in a rural area.,3
BR, a man is playing tennis on a court,3
BR, a little girl holding a pink and white toothbrush,3
BR, a woman holding a baby in a pink shirt.,3
BR, a tree with a tree in the background,3
BR, a bird is sitting on a rock,3
BR, a large airplane that is on a runway,3
BR, a white toilet sitting in a bathroom next to a sink.,3
BR, a building with a clock on the front of it,3
BR, a vase with a bunch of flowers in it,3
BR, a man is sitting on a bench with a cell phone.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man wearing a suit and tie standing in a doorway.,3
BR, a man in a suit and tie standing on a street.,3
BR, a large building with a clock tower on top,3
BR, a tree with a bunch of bananas hanging from it,3
BR, a red and white fire hydrant sitting on a sidewalk.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie standing in a room.,3
BR, a group of people standing around a table with a cake.,3
BR, a man in a suit and tie standing in a room.,3
BR, a man in a suit and tie holding a white controller,3
BR, a group of people standing around a table with a cake.,3
BR, a man and a woman are playing a video game.,3
BR, a man in a suit and tie standing in a room.,3
BR, a group of sheep standing in a field,3
BR, a kitchen with a table and chairs in it,3
BR, a woman holding a pink teddy bear in her arms.,3
BR, a man in a suit and tie standing in a room.,3
BR, a microwave oven sitting on top of a wooden table.,3
BR, a man riding a bike down a street.,3
BR, a black and white photo of a person holding a skateboard.,3
BR, a close up of a metal grate on a metal grate,3
BR, a woman in a brown sweater holding a dog.,3
BR, a group of people standing around a table with a cake.,3
BR, a man riding a skateboard down a street.,3
BR, a man is sitting on a bench with his legs crossed.,3
BR, a white and blue cake with a knife on it,3
BR, a person holding a knife and some food,3
BR, a white plate with a slice of pizza on it,3
BR, a red fire hydrant sitting in the grass.,3
BR, a man with a cell phone in his hand.,3
BR, a person holding a cell phone in their hand.,3
BR, a woman wearing a black shirt and a tie,3
BR, a street sign with a street name on it,3
BR, a group of people standing around a table with a cake.,3
BR, a man riding a motorcycle down a street.,3
BR, a white microwave oven sitting on top of a wooden table.,3
BR, a man and a woman are playing a video game.,3
BR, a man in a suit and tie in a room.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man wearing a tie and a shirt and tie,3
BR, a woman in a dress shirt and tie,3
BR, a woman in a dress shirt and tie holding a glass of wine.,3
BR, a man in a suit and tie holding a glass of wine.,3
BR, a man and a woman are playing a video game,3
BR, a woman is holding a teddy bear in her arms.,3
BR, a large building with a clock tower on it,3
BR, a man wearing a tie and a shirt and tie,3
BR, a man in a suit and tie holding a cell phone,3
BR, a table with a bunch of vegetables on it,3
BR, a person holding a knife and cutting into a cake.,3
BR, a man wearing a tie and a shirt and tie,3
BR, a bunch of bananas hanging from a tree.,3
BR, a pink and white orchid in a blue and white,3
BR, a cat sitting on a bed with a book on it.,3
BR, a boat is traveling down a river in the sun.,3
BR, a sign that is on a pole on a street.,3
BR, a person holding a cell phone in their hand.,3
BR, a man in a suit and tie standing in a doorway.,3
BR, a man and a woman are standing in the snow.,3
BR, a man is walking down the street with a bicycle.,3
BR, a woman walking down a street holding an umbrella.,3
BR, a man sitting at a table using a laptop computer.,3
BR, a woman is holding a glass of wine.,3
BR, a man and woman walking down the street with an umbrella.,3
BR, a woman is holding a baby in a room.,3
